Timestamp,Heart Rate,RR Interval in seconds
2024/1/21 0:42:04,86,0.719
2024/1/21 0:42:05,85,0.753
2024/1/21 0:42:05,85,0.765
2024/1/21 0:42:07,84,0.741
2024/1/21 0:42:07,84,0.692
2024/1/21 0:42:07,84,0.700
2024/1/21 0:42:08,84,0.703
2024/1/21 0:42:09,84,0.698
2024/1/21 0:42:09,84,0.691
2024/1/21 0:42:10,85,0.705
2024/1/21 0:42:11,85,0.696
2024/1/21 0:42:12,85,0.687
2024/1/21 0:42:12,85,0.719
2024/1/21 0:42:13,85,0.723
2024/1/21 0:42:14,85,0.743
2024/1/21 0:42:15,84,0.694
2024/1/21 0:42:15,84,0.728
2024/1/21 0:42:16,84,0.732
2024/1/21 0:42:17,84,0.705
2024/1/21 0:42:17,84,0.679
2024/1/21 0:42:18,84,0.681
2024/1/21 0:42:19,85,0.682
2024/1/21 0:42:20,85,0.705
2024/1/21 0:42:20,85,0.747
2024/1/21 0:42:21,85,0.773
2024/1/21 0:42:22,84,0.727
2024/1/21 0:42:22,84,0.739
2024/1/21 0:42:23,84,0.743
2024/1/21 0:42:24,83,0.718
2024/1/21 0:42:25,83,0.688
2024/1/21 0:42:25,83,0.699
2024/1/21 0:42:26,84,0.718
2024/1/21 0:42:27,84,0.719
2024/1/21 0:42:27,84,0.688
2024/1/21 0:42:28,84,0.725
2024/1/21 0:42:29,84,0.743
2024/1/21 0:42:30,84,0.725
2024/1/21 0:42:30,84,0.683
2024/1/21 0:42:31,84,0.713
2024/1/21 0:42:32,84,0.735
2024/1/21 0:42:32,84,0.753
2024/1/21 0:42:33,84,0.712
2024/1/21 0:42:34,83,0.762
2024/1/21 0:42:35,83,0.753
2024/1/21 0:42:35,83,0.711
2024/1/21 0:42:36,83,0.744
2024/1/21 0:42:37,83,0.773
2024/1/21 0:42:38,82,0.785
2024/1/21 0:42:38,82,0.750
2024/1/21 0:42:40,81,0.717
2024/1/21 0:42:40,81,0.734
2024/1/21 0:42:41,81,0.749
2024/1/21 0:42:41,81,0.744
2024/1/21 0:42:42,81,0.742
2024/1/21 0:42:43,81,0.709
2024/1/21 0:42:43,81,0.668
2024/1/21 0:42:44,82,0.683
2024/1/21 0:42:45,83,0.703
2024/1/21 0:42:46,83,0.731
2024/1/21 0:42:46,83,0.770
2024/1/21 0:42:48,83,0.759
2024/1/21 0:42:48,82,0.694
2024/1/21 0:42:49,83,0.706
2024/1/21 0:42:49,83,0.726
2024/1/21 0:42:50,83,0.760
2024/1/21 0:42:51,83,0.729
2024/1/21 0:42:52,82,0.717
2024/1/21 0:42:52,82,0.751
2024/1/21 0:42:53,82,0.762
2024/1/21 0:42:54,82,0.771
2024/1/21 0:42:55,81,0.730
2024/1/21 0:42:55,81,0.736
2024/1/21 0:42:56,82,0.720
2024/1/21 0:42:57,82,0.680
2024/1/21 0:42:57,82,0.694
2024/1/21 0:42:58,83,0.717
2024/1/21 0:42:59,83,0.742
2024/1/21 0:43:00,83,0.752
2024/1/21 0:43:00,83,0.746
2024/1/21 0:43:01,82,0.692
2024/1/21 0:43:02,82,0.691
2024/1/21 0:43:03,83,0.678
2024/1/21 0:43:03,83,1.311
2024/1/21 0:43:04,84,0.642
2024/1/21 0:43:05,87,0.611
2024/1/21 0:43:05,87,0.618
2024/1/21 0:43:06,88,0.616
2024/1/21 0:43:07,91,0.615
2024/1/21 0:43:07,91,0.640
2024/1/21 0:43:08,91,0.698
2024/1/21 0:43:09,91,0.733
2024/1/21 0:43:10,89,0.722
2024/1/21 0:43:10,89,0.722
2024/1/21 0:43:11,88,0.682
2024/1/21 0:43:11,88,0.658
2024/1/21 0:43:13,88,0.655
2024/1/21 0:43:13,89,0.652
2024/1/21 0:43:13,89,0.646
2024/1/21 0:43:14,89,0.613
2024/1/21 0:43:15,91,0.614
2024/1/21 0:43:15,91,0.607
2024/1/21 0:43:16,92,0.618
2024/1/21 0:43:17,94,0.633
2024/1/21 0:43:17,94,0.625
2024/1/21 0:43:18,94,0.646
2024/1/21 0:43:18,94,0.664
2024/1/21 0:43:19,94,0.665
2024/1/21 0:43:20,93,0.659
2024/1/21 0:43:21,92,0.672
2024/1/21 0:43:21,92,0.683
2024/1/21 0:43:22,92,0.681
2024/1/21 0:43:23,91,0.685
2024/1/21 0:43:23,91,0.689
2024/1/21 0:43:24,90,0.692
2024/1/21 0:43:25,89,0.678
2024/1/21 0:43:25,89,0.691
2024/1/21 0:43:26,89,0.708
2024/1/21 0:43:27,88,0.680
2024/1/21 0:43:27,88,0.707
2024/1/21 0:43:28,88,0.704
2024/1/21 0:43:30,88,0.691
2024/1/21 0:43:30,87,0.705
2024/1/21 0:43:30,87,0.712
2024/1/21 0:43:31,87,0.704
2024/1/21 0:43:32,87,0.680
2024/1/21 0:43:32,87,0.676
2024/1/21 0:43:33,87,0.680
2024/1/21 0:43:34,87,0.655
2024/1/21 0:43:34,87,0.663
2024/1/21 0:43:35,88,0.661
2024/1/21 0:43:36,89,0.654
2024/1/21 0:43:36,89,0.669
2024/1/21 0:43:37,89,0.679
2024/1/21 0:43:38,89,0.666
2024/1/21 0:43:38,89,0.670
2024/1/21 0:43:39,89,0.669
2024/1/21 0:43:41,89,0.667
2024/1/21 0:43:41,89,0.658
2024/1/21 0:43:42,90,0.646
2024/1/21 0:43:42,90,0.641
2024/1/21 0:43:42,90,0.627
2024/1/21 0:43:43,92,0.629
2024/1/21 0:43:43,92,0.634
2024/1/21 0:43:44,92,0.637
2024/1/21 0:43:46,93,0.640
2024/1/21 0:43:46,93,0.625
2024/1/21 0:43:46,94,0.607
2024/1/21 0:43:46,94,0.598
2024/1/21 0:43:47,95,0.609
2024/1/21 0:43:48,96,0.589
2024/1/21 0:43:48,96,0.614
2024/1/21 0:43:49,97,0.676
2024/1/21 0:43:50,95,0.689
2024/1/21 0:43:50,95,0.716
2024/1/21 0:43:51,93,0.688
2024/1/21 0:43:52,92,0.682
2024/1/21 0:43:53,91,0.697
2024/1/21 0:43:53,91,0.699
2024/1/21 0:43:54,90,0.667
2024/1/21 0:43:55,89,0.688
2024/1/21 0:43:55,89,0.664
2024/1/21 0:43:56,90,0.647
2024/1/21 0:43:56,90,0.659
2024/1/21 0:43:57,90,0.632
2024/1/21 0:43:58,91,0.636
2024/1/21 0:43:58,91,0.633
2024/1/21 0:43:59,92,0.632
2024/1/21 0:43:59,92,0.623
2024/1/21 0:44:00,93,0.645
