Timestamp,Heart Rate,RR Interval in seconds
2024/1/20 0:52:12,86,0.722
2024/1/20 0:52:12,86,0.678
2024/1/20 0:52:12,86,0.720
2024/1/20 0:52:13,85,0.724
2024/1/20 0:52:13,85,0.732
2024/1/20 0:52:14,85,0.690
2024/1/20 0:52:15,85,0.684
2024/1/20 0:52:15,85,0.688
2024/1/20 0:52:16,86,0.693
2024/1/20 0:52:17,86,0.702
2024/1/20 0:52:18,86,0.682
2024/1/20 0:52:18,86,0.719
2024/1/20 0:52:19,86,0.766
2024/1/20 0:52:21,84,0.777
2024/1/20 0:52:21,84,0.781
2024/1/20 0:52:22,81,1.412
2024/1/20 0:52:22,81,0.681
2024/1/20 0:52:22,81,0.534
2024/1/20 0:52:23,79,0.656
2024/1/20 0:52:23,79,0.297
2024/1/20 0:52:24,79,0.510
2024/1/20 0:52:25,79,0.709
2024/1/20 0:52:26,78,0.705
2024/1/20 0:52:27,83,0.686
2024/1/20 0:52:27,83,0.715
2024/1/20 0:52:27,83,0.469
2024/1/20 0:52:27,83,0.277
2024/1/20 0:52:29,85,0.317
2024/1/20 0:52:29,85,0.434
2024/1/20 0:52:29,85,0.301
2024/1/20 0:52:29,86,0.395
2024/1/20 0:52:30,86,0.525
2024/1/20 0:52:30,86,0.317
2024/1/20 0:52:31,87,0.679
2024/1/20 0:52:32,87,0.407
2024/1/20 0:52:32,87,0.797
2024/1/20 0:52:32,87,0.505
2024/1/20 0:52:34,87,0.854
2024/1/20 0:52:34,87,0.660
2024/1/20 0:52:35,87,0.653
2024/1/20 0:52:36,89,0.647
2024/1/20 0:52:36,89,0.678
2024/1/20 0:52:37,89,0.706
2024/1/20 0:52:38,88,0.687
2024/1/20 0:52:38,88,0.689
2024/1/20 0:52:39,88,0.688
2024/1/20 0:52:39,88,0.684
2024/1/20 0:52:40,88,0.676
2024/1/20 0:52:40,88,0.387
2024/1/20 0:52:41,88,0.257
2024/1/20 0:52:41,88,0.651
2024/1/20 0:52:42,88,0.653
2024/1/20 0:52:43,88,0.656
2024/1/20 0:52:45,90,0.646
2024/1/20 0:52:45,90,0.663
2024/1/20 0:52:45,90,0.646
2024/1/20 0:52:46,90,0.687
2024/1/20 0:52:46,90,0.717
2024/1/20 0:52:47,90,0.716
2024/1/20 0:52:48,89,0.655
2024/1/20 0:52:48,89,0.630
2024/1/20 0:52:48,89,0.631
2024/1/20 0:52:49,90,0.294
2024/1/20 0:52:51,92,1.038
2024/1/20 0:52:51,92,0.721
2024/1/20 0:52:52,92,0.748
2024/1/20 0:52:53,88,0.689
2024/1/20 0:52:53,88,0.742
2024/1/20 0:52:54,87,0.736
2024/1/20 0:52:54,87,0.666
2024/1/20 0:52:55,86,0.529
2024/1/20 0:52:57,84,0.786
2024/1/20 0:52:57,84,1.241
2024/1/20 0:52:58,84,0.612
2024/1/20 0:52:59,83,1.272
2024/1/20 0:53:00,83,0.619
2024/1/20 0:53:00,83,0.615
2024/1/20 0:53:02,84,0.610
2024/1/20 0:53:02,89,0.624
2024/1/20 0:53:02,89,0.654
2024/1/20 0:53:03,89,0.690
2024/1/20 0:53:03,89,0.706
2024/1/20 0:53:03,89,0.646
2024/1/20 0:53:04,88,0.395
2024/1/20 0:53:05,88,0.881
2024/1/20 0:53:06,87,0.645
2024/1/20 0:53:07,88,0.607
2024/1/20 0:53:07,88,0.614
2024/1/20 0:53:08,92,0.585
2024/1/20 0:53:08,92,0.599
2024/1/20 0:53:09,94,0.586
2024/1/20 0:53:10,97,0.575
2024/1/20 0:53:10,97,0.613
2024/1/20 0:53:11,98,0.575
2024/1/20 0:53:11,98,0.572
2024/1/20 0:53:13,101,0.543
2024/1/20 0:53:13,101,0.539
2024/1/20 0:53:14,105,0.529
2024/1/20 0:53:14,105,0.515
2024/1/20 0:53:15,109,0.505
2024/1/20 0:53:15,109,0.509
2024/1/20 0:53:15,113,0.487
2024/1/20 0:53:15,113,0.504
2024/1/20 0:53:16,115,0.504
2024/1/20 0:53:16,115,0.503
2024/1/20 0:53:18,117,0.497
2024/1/20 0:53:18,117,0.493
2024/1/20 0:53:18,118,0.500
2024/1/20 0:53:18,118,0.511
2024/1/20 0:53:19,118,0.515
2024/1/20 0:53:19,118,0.515
2024/1/20 0:53:20,118,0.530
2024/1/20 0:53:21,116,0.555
2024/1/20 0:53:21,116,0.541
2024/1/20 0:53:22,115,0.546
2024/1/20 0:53:23,112,0.605
2024/1/20 0:53:23,112,0.697
2024/1/20 0:53:24,105,0.703
2024/1/20 0:53:25,96,0.680
2024/1/20 0:53:25,96,0.677
2024/1/20 0:53:27,95,0.714
2024/1/20 0:53:27,92,0.726
2024/1/20 0:53:27,92,0.686
2024/1/20 0:53:28,91,0.663
2024/1/20 0:53:29,91,0.639
2024/1/20 0:53:29,91,0.610
2024/1/20 0:53:30,93,0.590
2024/1/20 0:53:30,93,0.619
2024/1/20 0:53:31,94,0.648
2024/1/20 0:53:32,94,0.707
2024/1/20 0:53:33,92,0.704
2024/1/20 0:53:33,92,0.690
2024/1/20 0:53:35,90,0.666
2024/1/20 0:53:35,90,0.644
2024/1/20 0:53:35,91,0.609
2024/1/20 0:53:36,93,0.596
2024/1/20 0:53:36,93,0.587
2024/1/20 0:53:37,96,0.590
2024/1/20 0:53:37,96,0.581
2024/1/20 0:53:38,97,0.584
2024/1/20 0:53:39,99,0.590
2024/1/20 0:53:39,99,0.608
2024/1/20 0:53:40,99,0.609
2024/1/20 0:53:40,99,0.601
2024/1/20 0:53:41,99,0.601
2024/1/20 0:53:41,99,0.587
2024/1/20 0:53:42,100,0.584
2024/1/20 0:53:43,101,0.586
2024/1/20 0:53:43,101,0.580
2024/1/20 0:53:44,101,0.590
2024/1/20 0:53:44,101,0.599
2024/1/20 0:53:45,101,0.601
2024/1/20 0:53:46,101,0.592
2024/1/20 0:53:46,101,0.587
2024/1/20 0:53:47,101,0.587
2024/1/20 0:53:47,101,0.584
2024/1/20 0:53:48,102,0.577
2024/1/20 0:53:49,102,0.570
2024/1/20 0:53:49,102,0.577
2024/1/20 0:53:51,103,0.585
2024/1/20 0:53:51,103,0.585
2024/1/20 0:53:51,103,0.584
2024/1/20 0:53:52,102,0.603
2024/1/20 0:53:52,102,0.618
2024/1/20 0:53:53,102,0.637
2024/1/20 0:53:54,99,0.630
2024/1/20 0:53:54,99,0.652
2024/1/20 0:53:55,97,0.675
2024/1/20 0:53:55,97,0.673
2024/1/20 0:53:56,95,0.643
2024/1/20 0:53:57,94,0.646
2024/1/20 0:53:57,94,0.642
2024/1/20 0:53:58,94,0.629
2024/1/20 0:53:59,94,0.646
2024/1/20 0:53:59,94,0.691
2024/1/20 0:54:00,93,0.678
2024/1/20 0:54:01,92,0.662
2024/1/20 0:54:01,92,0.670
2024/1/20 0:54:02,92,0.657
2024/1/20 0:54:03,92,0.634
2024/1/20 0:54:03,92,0.636
2024/1/20 0:54:04,92,0.636
2024/1/20 0:54:05,93,0.617
2024/1/20 0:54:05,93,0.626
2024/1/20 0:54:06,94,0.621
2024/1/20 0:54:06,94,0.609
2024/1/20 0:54:08,95,0.618
2024/1/20 0:54:08,96,0.616
2024/1/20 0:54:08,96,0.621
2024/1/20 0:54:09,96,0.603
2024/1/20 0:54:09,96,0.607
2024/1/20 0:54:10,97,0.618
2024/1/20 0:54:11,97,0.629
2024/1/20 0:54:11,97,0.619
2024/1/20 0:54:12,97,0.623
2024/1/20 0:54:13,96,0.642
2024/1/20 0:54:13,96,0.634
2024/1/20 0:54:14,96,0.615
2024/1/20 0:54:14,96,0.615
2024/1/20 0:54:15,96,0.605
2024/1/20 0:54:16,97,0.602
2024/1/20 0:54:16,97,0.595
2024/1/20 0:54:17,98,0.593
2024/1/20 0:54:17,98,0.601
2024/1/20 0:54:18,99,0.625
2024/1/20 0:54:19,98,0.651
2024/1/20 0:54:19,98,0.634
2024/1/20 0:54:20,97,0.648
2024/1/20 0:54:21,95,0.671
2024/1/20 0:54:21,95,0.656
2024/1/20 0:54:22,94,0.628
2024/1/20 0:54:23,94,0.634
2024/1/20 0:54:23,94,0.653
2024/1/20 0:54:24,94,0.670
2024/1/20 0:54:25,93,0.640
2024/1/20 0:54:25,93,0.619
2024/1/20 0:54:26,94,0.620
2024/1/20 0:54:27,94,0.634
2024/1/20 0:54:27,94,0.680
2024/1/20 0:54:28,94,0.702
2024/1/20 0:54:29,92,0.668
2024/1/20 0:54:29,92,0.701
2024/1/20 0:54:30,91,0.694
2024/1/20 0:54:31,90,0.752
2024/1/20 0:54:41,84,0.720
2024/1/20 0:54:42,85,0.775
2024/1/20 0:54:43,83,0.749
2024/1/20 0:54:43,83,0.767
2024/1/20 0:54:44,83,0.793
2024/1/20 0:54:45,82,0.752
2024/1/20 0:54:46,82,0.745
