Timestamp,Heart Rate,RR Interval in seconds
2023/11/17 22:56:01,65,0.763
2023/11/17 22:56:02,66,0.817
2023/11/17 22:56:02,66,0.877
2023/11/17 22:56:03,67,0.836
2023/11/17 22:56:04,68,0.827
2023/11/17 22:56:04,68,0.861
2023/11/17 22:56:07,69,0.699
2023/11/17 22:56:09,69,2.831
2023/11/17 22:56:09,69,0.915
2023/11/17 22:56:10,69,0.848
2023/11/17 22:56:11,69,0.843
2023/11/17 22:56:12,70,0.858
2023/11/17 22:56:13,70,0.775
2023/11/17 22:56:14,71,0.811
2023/11/17 22:56:15,71,0.884
2023/11/17 22:56:16,71,0.933
2023/11/17 22:56:17,71,0.978
2023/11/17 22:56:18,69,0.998
2023/11/17 22:56:18,69,0.963
2023/11/17 22:56:19,68,0.873
2023/11/17 22:56:20,68,0.914
2023/11/17 22:56:21,68,0.905
2023/11/17 22:56:22,68,0.832
2023/11/17 22:56:23,68,0.818
2023/11/17 22:56:23,68,0.843
2023/11/17 22:56:24,69,0.783
2023/11/17 22:56:25,69,0.746
2023/11/17 22:56:26,70,0.792
2023/11/17 22:56:27,71,0.852
2023/11/17 22:56:28,71,0.884
2023/11/17 22:56:29,71,0.845
2023/11/17 22:56:29,71,0.896
2023/11/17 22:56:30,71,0.940
2023/11/17 22:56:31,70,0.900
2023/11/17 22:56:32,70,0.857
2023/11/17 22:56:33,69,0.903
2023/11/17 22:56:34,69,0.930
2023/11/17 22:56:35,69,0.850
2023/11/17 22:56:36,69,0.851
2023/11/17 22:56:36,69,0.859
2023/11/17 22:56:37,69,0.795
2023/11/17 22:56:38,69,0.776
2023/11/17 22:56:39,71,0.781
2023/11/17 22:56:39,71,0.792
2023/11/17 22:56:40,71,0.753
2023/11/17 22:56:41,72,0.760
2023/11/17 22:56:42,73,0.794
2023/11/17 22:56:43,73,0.791
2023/11/17 22:56:43,73,0.776
2023/11/17 22:56:44,74,0.825
2023/11/17 22:56:54,72,0.896
2023/11/17 22:56:55,72,0.835
2023/11/17 22:56:56,72,0.877
2023/11/17 22:56:57,72,0.927
2023/11/17 22:56:58,71,0.895
2023/11/17 22:56:59,71,0.831
2023/11/17 22:57:00,71,0.886
2023/11/17 22:57:01,70,0.921
2023/11/17 22:57:01,70,0.846
2023/11/17 22:57:02,70,0.836
2023/11/17 22:57:03,70,0.856
2023/11/17 22:57:04,70,0.864
2023/11/17 22:57:05,70,0.801
2023/11/17 22:57:06,71,0.826
2023/11/17 22:57:06,71,0.864
2023/11/17 22:57:07,71,0.824
2023/11/17 22:57:08,71,0.844
2023/11/17 22:57:09,71,0.905
2023/11/17 22:57:10,71,0.870
