Timestamp,Heart Rate,RR Interval in seconds
2023/11/9 23:52:15,79,0.798
2023/11/9 23:52:16,78,0.796
2023/11/9 23:52:16,78,0.747
2023/11/9 23:52:17,78,0.787
2023/11/9 23:52:18,78,0.787
2023/11/9 23:52:19,78,0.753
2023/11/9 23:52:19,78,0.745
2023/11/9 23:52:20,78,0.736
2023/11/9 23:52:21,79,0.738
2023/11/9 23:52:21,79,0.736
2023/11/9 23:52:22,79,0.726
2023/11/9 23:52:23,79,0.723
2023/11/9 23:52:24,80,0.729
2023/11/9 23:52:24,80,0.731
2023/11/9 23:52:25,80,0.725
2023/11/9 23:52:26,80,0.740
2023/11/9 23:52:27,81,0.740
2023/11/9 23:52:27,81,0.724
2023/11/9 23:52:28,81,0.714
2023/11/9 23:52:29,81,0.708
2023/11/9 23:52:30,82,0.713
2023/11/9 23:52:30,82,0.737
2023/11/9 23:52:31,82,0.754
2023/11/9 23:52:32,82,0.756
2023/11/9 23:52:33,81,0.736
2023/11/9 23:52:33,81,0.758
2023/11/9 23:52:34,81,0.771
2023/11/9 23:52:35,81,0.735
2023/11/9 23:52:35,81,0.727
2023/11/9 23:52:36,81,0.751
2023/11/9 23:52:37,81,0.773
2023/11/9 23:52:38,81,0.746
2023/11/9 23:52:39,81,0.754
2023/11/9 23:52:39,81,0.787
2023/11/9 23:52:40,80,0.810
2023/11/9 23:52:41,80,0.848
2023/11/9 23:52:42,79,0.792
2023/11/9 23:52:43,78,0.823
2023/11/9 23:52:44,78,0.890
2023/11/9 23:52:45,77,0.954
2023/11/9 23:52:46,76,0.902
2023/11/9 23:52:47,74,0.923
2023/11/9 23:52:47,74,0.897
2023/11/9 23:52:48,73,0.872
2023/11/9 23:52:49,73,0.937
2023/11/9 23:52:50,72,0.980
2023/11/9 23:52:51,71,0.954
2023/11/9 23:52:52,70,0.995
2023/11/9 23:52:53,69,0.938
2023/11/9 23:52:54,69,0.954
2023/11/9 23:52:55,68,0.949
2023/11/9 23:52:56,68,0.910
2023/11/9 23:52:57,67,0.947
2023/11/9 23:52:58,67,0.924
2023/11/9 23:52:59,67,0.970
2023/11/9 23:53:00,66,0.958
2023/11/9 23:53:01,66,0.892
2023/11/9 23:53:01,66,0.916
2023/11/9 23:53:02,66,0.855
2023/11/9 23:53:03,66,0.845
2023/11/9 23:53:04,67,0.909
2023/11/9 23:53:05,67,0.818
2023/11/9 23:53:05,67,0.774
2023/11/9 23:53:06,68,0.776
2023/11/9 23:53:07,69,0.771
2023/11/9 23:53:08,71,0.758
2023/11/9 23:53:08,71,0.737
2023/11/9 23:53:09,72,0.720
2023/11/9 23:53:10,73,0.720
2023/11/9 23:53:11,75,0.700
2023/11/9 23:53:11,75,0.694
2023/11/9 23:53:12,76,0.690
2023/11/9 23:53:13,78,0.689
2023/11/9 23:53:13,78,0.691
2023/11/9 23:53:14,79,0.713
2023/11/9 23:53:15,80,0.740
2023/11/9 23:53:16,80,0.757
2023/11/9 23:53:16,80,0.729
2023/11/9 23:53:17,80,0.753
2023/11/9 23:53:18,80,0.745
2023/11/9 23:53:18,80,0.729
2023/11/9 23:53:19,80,0.731
2023/11/9 23:53:20,80,0.727
2023/11/9 23:53:21,81,0.709
2023/11/9 23:53:21,81,0.701
2023/11/9 23:53:22,81,0.708
2023/11/9 23:53:23,82,0.706
2023/11/9 23:53:23,82,0.706
2023/11/9 23:53:24,82,0.719
2023/11/9 23:53:25,83,0.715
2023/11/9 23:53:26,83,0.724
2023/11/9 23:53:26,83,0.724
2023/11/9 23:53:27,83,0.721
2023/11/9 23:53:28,83,0.732
2023/11/9 23:53:28,83,0.730
2023/11/9 23:53:29,83,0.708
2023/11/9 23:53:30,83,0.694
2023/11/9 23:53:31,84,0.693
2023/11/9 23:53:31,84,0.696
2023/11/9 23:53:32,84,0.698
2023/11/9 23:53:33,84,0.709
2023/11/9 23:53:34,84,0.716
2023/11/9 23:53:34,84,0.745
2023/11/9 23:53:35,84,0.764
2023/11/9 23:53:36,83,0.747
2023/11/9 23:53:37,83,0.748
2023/11/9 23:53:37,83,0.757
2023/11/9 23:53:38,82,0.784
2023/11/9 23:53:39,82,0.758
2023/11/9 23:53:40,81,0.754
2023/11/9 23:53:40,81,0.784
2023/11/9 23:53:41,81,0.790
2023/11/9 23:53:42,80,0.756
2023/11/9 23:53:43,80,0.766
2023/11/9 23:53:43,80,0.751
2023/11/9 23:53:44,80,0.740
2023/11/9 23:53:45,80,0.730
2023/11/9 23:53:46,80,0.730
2023/11/9 23:53:46,80,0.729
2023/11/9 23:53:47,81,0.720
2023/11/9 23:53:48,81,0.712
2023/11/9 23:53:48,81,0.708
2023/11/9 23:53:49,81,0.714
2023/11/9 23:53:50,82,0.733
2023/11/9 23:53:51,82,0.746
2023/11/9 23:53:51,82,0.757
2023/11/9 23:53:52,82,0.736
2023/11/9 23:53:53,81,0.729
2023/11/9 23:53:54,82,0.736
2023/11/9 23:53:54,82,0.730
2023/11/9 23:53:55,82,0.739
2023/11/9 23:53:56,82,0.760
2023/11/9 23:53:57,81,0.744
2023/11/9 23:53:57,81,0.729
2023/11/9 23:53:58,81,0.720
2023/11/9 23:53:59,82,0.723
2023/11/9 23:53:59,82,0.724
2023/11/9 23:54:00,82,0.729
2023/11/9 23:54:01,82,0.724
2023/11/9 23:54:02,82,0.715
2023/11/9 23:54:02,82,0.718
2023/11/9 23:54:03,82,0.726
2023/11/9 23:54:04,82,0.730
2023/11/9 23:54:05,82,0.731
2023/11/9 23:54:05,82,0.748
2023/11/9 23:54:06,82,0.757
2023/11/9 23:54:07,82,0.725
2023/11/9 23:54:08,82,0.736
2023/11/9 23:54:08,82,0.741
2023/11/9 23:54:09,82,0.737
2023/11/9 23:54:10,82,0.707
2023/11/9 23:54:10,82,0.692
2023/11/9 23:54:11,82,0.679
2023/11/9 23:54:12,84,0.676
2023/11/9 23:54:12,84,0.677
2023/11/9 23:54:13,84,0.683
2023/11/9 23:54:14,85,0.694
2023/11/9 23:54:14,85,0.701
2023/11/9 23:54:15,85,0.705
2023/11/9 23:54:16,85,0.687
2023/11/9 23:54:16,85,0.685
2023/11/9 23:54:17,86,0.696
2023/11/9 23:54:18,86,0.692
2023/11/9 23:54:19,86,0.680
2023/11/9 23:54:19,86,0.675
2023/11/9 23:54:20,86,0.672
2023/11/9 23:54:21,87,0.682
2023/11/9 23:54:21,87,0.678
2023/11/9 23:54:22,87,0.655
2023/11/9 23:54:23,88,0.660
2023/11/9 23:54:23,88,0.669
2023/11/9 23:54:24,88,0.653
2023/11/9 23:54:25,89,0.664
2023/11/9 23:54:25,89,0.660
2023/11/9 23:54:26,89,0.669
2023/11/9 23:54:27,89,0.681
2023/11/9 23:54:27,89,0.691
2023/11/9 23:54:28,89,0.662
2023/11/9 23:54:29,89,0.663
2023/11/9 23:54:29,89,0.669
2023/11/9 23:54:30,89,0.660
2023/11/9 23:54:31,90,0.662
2023/11/9 23:54:31,90,0.661
2023/11/9 23:54:32,90,0.664
2023/11/9 23:54:33,90,0.666
2023/11/9 23:54:33,90,0.657
2023/11/9 23:54:34,90,0.652
2023/11/9 23:54:34,90,0.639
2023/11/9 23:54:35,91,0.627
2023/11/9 23:54:36,92,0.619
2023/11/9 23:54:36,92,0.615
2023/11/9 23:54:46,91,0.688
2023/11/9 23:54:47,90,0.661
2023/11/9 23:54:47,90,0.666
2023/11/9 23:54:48,90,0.676
2023/11/9 23:54:49,90,0.688
2023/11/9 23:54:50,89,0.725
2023/11/9 23:54:50,89,0.738
2023/11/9 23:54:51,88,0.761
2023/11/9 23:54:52,87,0.723
2023/11/9 23:54:53,86,0.703
2023/11/9 23:54:53,86,0.726
2023/11/9 23:54:54,86,0.738
2023/11/9 23:54:55,85,0.733
2023/11/9 23:54:55,85,0.715
2023/11/9 23:54:56,85,0.704
2023/11/9 23:54:57,85,0.696
2023/11/9 23:54:57,85,0.682
2023/11/9 23:54:58,85,0.664
