Timestamp,Heart Rate,RR Interval in seconds
2023/11/3 22:39:15,85,0.708
2023/11/3 22:39:15,85,0.657
2023/11/3 22:39:16,85,0.798
2023/11/3 22:39:17,84,0.712
2023/11/3 22:39:17,84,0.730
2023/11/3 22:39:18,84,0.742
2023/11/3 22:39:19,84,0.715
2023/11/3 22:39:20,83,0.728
2023/11/3 22:39:20,83,0.736
2023/11/3 22:39:20,83,0.721
2023/11/3 22:39:21,83,0.548
2023/11/3 22:39:23,82,0.286
2023/11/3 22:39:23,82,2.375
2023/11/3 22:39:34,82,2.581
2023/11/3 22:39:34,82,7.646
2023/11/3 22:39:35,82,0.688
2023/11/3 22:39:36,82,0.684
2023/11/3 22:39:36,82,0.690
2023/11/3 22:39:37,83,0.688
2023/11/3 22:39:38,84,0.674
2023/11/3 22:39:39,85,0.677
2023/11/3 22:39:40,86,0.676
2023/11/3 22:39:40,86,1.335
2023/11/3 22:39:41,86,0.669
2023/11/3 22:39:42,87,0.663
2023/11/3 22:39:43,88,0.662
2023/11/3 22:39:43,88,0.671
2023/11/3 22:39:44,88,0.668
2023/11/3 22:39:44,88,0.672
2023/11/3 22:39:45,88,0.679
2023/11/3 22:39:46,89,0.658
2023/11/3 22:39:46,89,0.649
2023/11/3 22:39:47,89,0.656
2023/11/3 22:39:48,90,0.653
2023/11/3 22:39:48,90,0.644
2023/11/3 22:39:49,90,0.641
2023/11/3 22:39:50,91,0.638
2023/11/3 22:39:50,91,0.622
2023/11/3 22:39:51,92,0.631
2023/11/3 22:39:52,93,0.625
2023/11/3 22:39:52,93,0.628
2023/11/3 22:39:53,94,0.640
2023/11/3 22:39:53,94,0.646
2023/11/3 22:39:53,94,0.594
2023/11/3 22:39:54,94,0.615
2023/11/3 22:39:55,96,0.557
2023/11/3 22:39:55,96,0.729
2023/11/3 22:39:57,96,0.271
2023/11/3 22:39:59,96,2.438
2023/11/3 22:40:00,97,1.330
2023/11/3 22:40:01,97,0.678
2023/11/3 22:40:01,97,0.684
2023/11/3 22:40:02,96,0.680
2023/11/3 22:40:03,94,0.682
2023/11/3 22:40:04,92,0.704
2023/11/3 22:40:04,92,0.703
2023/11/3 22:40:05,91,0.706
2023/11/3 22:40:06,90,0.701
2023/11/3 22:40:07,89,0.685
2023/11/3 22:40:08,89,1.346
2023/11/3 22:40:08,89,0.675
2023/11/3 22:40:09,89,0.686
2023/11/3 22:40:10,89,0.717
2023/11/3 22:40:11,87,0.741
2023/11/3 22:40:11,87,0.746
2023/11/3 22:40:11,87,0.738
2023/11/3 22:40:14,85,0.357
2023/11/3 22:40:15,84,2.565
2023/11/3 22:40:16,84,0.742
2023/11/3 22:40:17,82,0.743
2023/11/3 22:40:17,82,0.757
2023/11/3 22:40:18,82,0.760
2023/11/3 22:40:19,81,0.750
2023/11/3 22:40:20,81,0.753
