Timestamp,Heart Rate,RR Interval in seconds
2023/11/11 0:11:34,96,0.648
2023/11/11 0:11:34,96,0.659
2023/11/11 0:11:35,96,0.638
2023/11/11 0:11:36,95,0.646
2023/11/11 0:11:36,95,0.663
2023/11/11 0:11:37,94,0.655
2023/11/11 0:11:38,94,0.642
2023/11/11 0:11:38,94,0.636
2023/11/11 0:11:39,94,0.632
2023/11/11 0:11:39,94,0.623
2023/11/11 0:11:40,94,0.607
2023/11/11 0:11:41,96,0.601
2023/11/11 0:11:41,96,0.604
2023/11/11 0:11:42,97,0.606
2023/11/11 0:11:42,97,0.590
2023/11/11 0:11:43,97,0.594
2023/11/11 0:11:44,98,0.635
2023/11/11 0:11:45,97,0.672
2023/11/11 0:11:45,97,0.723
2023/11/11 0:11:46,95,0.768
2023/11/11 0:11:47,92,0.787
2023/11/11 0:11:48,88,0.783
2023/11/11 0:11:48,88,0.751
2023/11/11 0:11:49,87,0.760
2023/11/11 0:11:50,86,0.745
2023/11/11 0:11:51,84,0.750
2023/11/11 0:11:51,84,0.748
2023/11/11 0:11:52,84,0.725
2023/11/11 0:11:53,84,0.721
2023/11/11 0:11:54,83,0.732
2023/11/11 0:11:54,83,0.722
2023/11/11 0:11:55,83,0.725
2023/11/11 0:11:56,83,0.725
2023/11/11 0:11:56,83,0.730
2023/11/11 0:11:57,83,0.723
2023/11/11 0:11:58,83,0.703
2023/11/11 0:11:59,84,0.695
2023/11/11 0:11:59,84,0.700
2023/11/11 0:12:00,84,0.698
2023/11/11 0:12:01,84,0.690
2023/11/11 0:12:01,84,0.665
2023/11/11 0:12:02,85,0.661
2023/11/11 0:12:03,86,0.662
2023/11/11 0:12:03,86,0.673
2023/11/11 0:12:04,87,0.677
2023/11/11 0:12:05,87,0.679
2023/11/11 0:12:05,87,0.661
2023/11/11 0:12:06,88,0.660
2023/11/11 0:12:07,88,0.665
2023/11/11 0:12:07,88,0.665
2023/11/11 0:12:08,89,0.652
2023/11/11 0:12:09,89,0.650
2023/11/11 0:12:09,89,0.654
2023/11/11 0:12:10,90,0.657
2023/11/11 0:12:11,90,0.654
2023/11/11 0:12:11,90,0.676
2023/11/11 0:12:12,90,0.687
2023/11/11 0:12:13,89,0.709
2023/11/11 0:12:13,89,0.706
2023/11/11 0:12:14,89,0.686
2023/11/11 0:12:15,88,0.695
2023/11/11 0:12:15,88,0.708
2023/11/11 0:12:16,88,0.725
2023/11/11 0:12:17,87,0.731
2023/11/11 0:12:18,86,0.718
2023/11/11 0:12:18,86,0.696
2023/11/11 0:12:19,86,0.693
2023/11/11 0:12:20,86,0.698
2023/11/11 0:12:20,86,0.699
2023/11/11 0:12:21,86,0.697
2023/11/11 0:12:22,86,0.678
2023/11/11 0:12:22,86,0.682
2023/11/11 0:12:23,86,0.691
2023/11/11 0:12:24,87,0.699
2023/11/11 0:12:25,86,0.700
2023/11/11 0:12:25,86,0.702
2023/11/11 0:12:26,86,0.717
2023/11/11 0:12:27,86,0.728
2023/11/11 0:12:27,86,0.721
2023/11/11 0:12:28,85,0.708
2023/11/11 0:12:29,85,0.692
2023/11/11 0:12:29,85,0.673
2023/11/11 0:12:30,86,0.670
2023/11/11 0:12:31,87,0.666
2023/11/11 0:12:31,87,0.672
